seed,standardized,kmeans,fixed_h1,fixed_h1_iter,fixed_h1_status,meanV,meanV_h,adaptive_response,adaptive_h_final,adaptive_iter,adaptive_status,adaptive_cycle_period,adaptive_h_unique,frozen_response,frozen_h,frozen_iter,frozen_status,frozen_cycle_period,clusterwise_response,clusterwise_h,clusterwise_iter,clusterwise_status,clusterwise_cycle_period,oracle_grid,oracle_h,plateau_h_low,plateau_h_high,plateau_factor,adaptive_in_plateau,frozen_in_plateau,frozen_plateau_log_position
1740,1,0.859165800606,0.96682090527,3,converged,0.96682090527,0.746297974525,0.987500097458,0.327679664322,2,converged,0,2,0.983365331857,0.301253870127,3,converged,0,0.851076841586,0.276959189562;0.025216534826;0.404335271587,8,cycle,2,0.987500097458,0.314189062571,0.276959189562,0.439803299494,1.5879714993,1,1,0.181818181818
1741,1,0.862788039783,0.96700493761,4,converged,0.971077174677,0.74641217501,0.983348116813,0.327679664322,3,converged,0,2,0.975114009083,0.301253870127,3,converged,0,0.963038718181,0.404335271587;0.439803299494;0.276959189562,3,converged,0,0.987543802513,0.421696557427,0.404335271587,0.478382559817,1.18313338814,0,0,-1.75
1742,1,0.85491480635,0.938506542138,3,converged,0.942648118717,0.745368249129,0.983348213981,0.327679664322,3,converged,0,2,0.991652199503,0.301253870127,4,converged,0,0.983348116813,0.276959189562;0.404335271587;0.439803299494,6,converged,0,0.991652199503,0.301253870127,0.276959189562,0.301253870127,1.08771935173,0,1,1
1743,1,0.839866061539,0.942505875576,3,converged,0.94652339265,0.746575782639,0.983391494395,0.327679664322,3,converged,0,2,0.979274489017,0.301253870127,2,converged,0,0.966861234108,0.276959189562;0.404335271587;0.01,6,converged,0,0.983391494395,0.314189062571,0.276959189562,0.356423512053,1.28691708196,1,1,0.333333333333
1744,1,0.852063600081,0.942404744056,3,converged,0.954644344641,0.744936792124,0.970987258545,0.327679664322,3,converged,0,2,0.975104650927,0.301253870127,3,converged,0,0.966820130871,0.276959189562;0.439803299494;0.404335271587,8,converged,0,0.975202355774,0.197855605537,0.197855605537,0.327679664322,1.65615557584,1,1,0.833333333333
1745,1,0.866979374236,0.962930390295,2,converged,0.962930390295,0.745179060815,0.987500097458,0.327679664322,2,converged,0,2,0.987500097458,0.301253870127,2,converged,0,0.966835990895,0.276959189562;0.404335271587;0.01,9,converged,0,0.987526320644,0.2441408751,0.2441408751,0.356423512053,1.45990920983,1,1,0.555555555556
1746,1,0.890626810115,0.942631050278,3,converged,0.950824989084,0.747015066,0.970936895935,0.327679664322,2,converged,0,2,0.970936895935,0.301253870127,2,converged,0,0.958563485653,0.439803299494;0.404335271587;0.276959189562,4,converged,0,0.98332224634,0.356423512053,0.356423512053,0.458687506073,1.28691708196,0,0,-0.666666666667
1747,1,0.8704941266,0.934347993953,2,converged,0.954630378397,0.745784189168,0.975113573428,0.327679664322,3,converged,0,2,0.975166235716,0.301253870127,3,converged,0,0.894518290674,0.276959189562;0.404335271587;0.0213133490093,10,converged,0,0.979204731346,0.387688751473,0.387688751473,0.387688751473,1,0,0,nan
1748,1,0.840602894548,0.914334791315,4,converged,0.910523581421,0.745796843951,0.971093064331,0.327679664322,3,converged,0,2,0.96298282926,0.301253870127,3,converged,0,0.950732795768,0.404335271587;0.276959189562;0.458687506073,3,converged,0,0.971093064331,0.314189062571,0.314189062571,0.341749523461,1.08771935173,1,0,-0.5
1749,1,0.855657094872,0.950526134279,2,converged,0.971075824535,0.746191554443,0.971093064331,0.327679664322,3,converged,0,2,0.966925351528,0.301253870127,3,converged,0,0.966822453958,0.276959189562;0.439803299494;0.404335271587,2,converged,0,0.983400634949,0.387688751473,0.341749523461,0.565990378822,1.65615557584,0,0,-0.25
1750,1,0.825044809973,0.926385247841,3,converged,0.938666389008,0.744406521833,0.970996724845,0.327679664322,2,converged,0,2,0.970997063325,0.301253870127,3,converged,0,0.955019616243,0.404335271587;0.439803299494;0.276959189562,5,converged,0,0.975149261869,0.265556754395,0.254623758528,0.404335271587,1.5879714993,1,1,0.363636363636
1751,1,0.851997288658,0.926396867732,2,converged,0.938303952692,0.744090762692,0.970998078715,0.327679664322,3,converged,0,2,0.970998078715,0.314189062571,3,converged,0,0.942446081836,0.387688751473;0.276959189562;0.0818316634652,17,cycle,7,0.975167250052,0.276959189562,0.234089572941,0.341749523461,1.45990920983,1,1,0.777777777778
1752,1,0.863871546119,0.975149261869,4,converged,0.979248557032,0.746404804528,0.987526175066,0.327679664322,2,converged,0,2,0.983391494395,0.301253870127,3,converged,0,0.975070705091,0.439803299494;0.276959189562;0.404335271587,4,converged,0,0.987526320644,0.254623758528,0.197855605537,0.421696557427,2.13133490093,1,1,0.555555555556
1753,1,0.883767591247,0.954472924481,3,converged,0.954472924481,0.746158233437,0.966916937225,0.327679664322,3,converged,0,2,0.958753996131,0.301253870127,2,converged,0,0.852152916013,0.404335271587;0.0338449907815;0.276959189562,6,converged,0,0.966916937225,0.327679664322,0.314189062571,0.404335271587,1.28691708196,1,0,-0.166666666667
1754,1,0.886696962976,0.958767794561,2,converged,0.975175157444,0.746862094449,0.987500097458,0.327679664322,3,converged,0,2,0.983365525995,0.301253870127,2,converged,0,0.962723673399,0.276959189562;0.439803299494;0.404335271587,14,converged,0,0.987500097458,0.314189062571,0.28885122074,0.371727570115,1.28691708196,1,1,0.166666666667
1755,1,0.867319409787,0.942836551636,3,converged,0.942836551636,0.747287965128,0.979291777259,0.327679664322,2,converged,0,2,0.979291777259,0.301253870127,2,converged,0,0.842651211384,0.276959189562;0.0286062341921;0.404335271587,20,converged,0,0.979291777259,0.254623758528,0.234089572941,0.341749523461,1.45990920983,1,1,0.666666666667
1756,1,0.914148118776,0.958670238672,3,converged,0.966844405152,0.746635700872,0.970935878393,0.327679664322,4,converged,0,2,0.97922250426,0.314189062571,2,converged,0,0.958642660095,0.276959189562;0.439803299494;0.404335271587,5,converged,0,0.97922250426,0.224452083812,0.215211370992,0.314189062571,1.45990920983,0,1,1
1757,1,0.878662329309,0.967029028263,2,converged,0.971067711179,0.747028760723,0.979222261774,0.327679664322,2,converged,0,2,0.979222261774,0.301253870127,2,converged,0,0.950425853796,0.439803299494;0.276959189562;0.404335271587,3,converged,0,0.991669560278,0.356423512053,0.341749523461,0.371727570115,1.08771935173,0,0,-1.5
1758,1,0.85161023412,0.950820685691,4,converged,0.95485718756,0.746325620475,0.991678337862,0.327679664322,2,converged,0,2,0.991678337862,0.301253870127,2,converged,0,0.85443676136,0.025216534826;0.387688751473;0.276959189562,11,converged,0,0.995830427767,0.265556754395,0.2441408751,0.371727570115,1.52259456743,1,1,0.5
